pattern_id,family_id,profile_id,context_key,helps,worsens,confidence_level,usage_count,last_seen,created_at,updated_at
107f92f6-ed8e-4dd6-9d5a-3595289a0456,dea6a23c-20c9-4a58-990f-b32aac6b1169,832dbc18-88d3-4472-a925-1e237f75dc87,transicion_rigidez,"[""pausa breve"", ""una sola indicación"", ""dar tiempo"", ""menos ruido""]","[""corregir en el pico"", ""apurar demasiado"", ""preguntar demasiado"", ""demasiado ruido""]",0.36,4,2026-05-31T21:00:00,2026-03-22T21:00:00,2026-05-31T21:00:00
33b1400f-9813-4473-8b60-398a6d0ebb66,dea6a23c-20c9-4a58-990f-b32aac6b1169,832dbc18-88d3-4472-a925-1e237f75dc87,apoyo_general,"[""pausa breve"", ""bajar luces"", ""menos ruido"", ""validación""]","[""preguntar demasiado"", ""presión escolar"", ""muchas instrucciones"", ""corregir en el pico""]",0.4,5,2026-05-31T21:00:00,2026-03-24T21:00:00,2026-05-31T21:00:00
6deba0b4-33a4-45b2-9b3e-6ca969b99ab7,dea6a23c-20c9-4a58-990f-b32aac6b1169,832dbc18-88d3-4472-a925-1e237f75dc87,disfuncion_ejecutiva,"[""mismo cierre"", ""una sola indicación"", ""dar tiempo"", ""menos palabras""]","[""cambio brusco"", ""preguntar demasiado"", ""forzar explicación"", ""demasiado ruido""]",0.32,3,2026-05-31T21:00:00,2026-04-10T21:00:00,2026-05-31T21:00:00
0914f584-df5a-436a-ace8-cbd5e556847f,dea6a23c-20c9-4a58-990f-b32aac6b1169,832dbc18-88d3-4472-a925-1e237f75dc87,sobrecarga_sensorial,"[""dar tiempo"", ""menos ruido"", ""bajar luces"", ""microacciones""]","[""gritar"", ""muchas instrucciones"", ""presión escolar"", ""preguntar demasiado""]",0.36,4,2026-05-31T21:00:00,2026-04-17T21:00:00,2026-05-31T21:00:00
3ac84abf-97fb-422d-b680-51e87c89143e,dea6a23c-20c9-4a58-990f-b32aac6b1169,832dbc18-88d3-4472-a925-1e237f75dc87,sobrecarga_cuidador,"[""mismo cierre"", ""anticipación"", ""menos palabras""]","[""pantallas tarde"", ""gritar"", ""corregir en el pico"", ""apurar demasiado""]",0.32,3,2026-05-31T21:00:00,2026-04-28T21:00:00,2026-05-31T21:00:00
e3cac87d-2a23-4ece-a974-d1b633dd644d,dea6a23c-20c9-4a58-990f-b32aac6b1169,832dbc18-88d3-4472-a925-1e237f75dc87,sueno_regulacion,[],"[""presión escolar""]",0.24,1,2026-05-29T07:17:00,2026-03-25T07:17:00,2026-05-29T07:17:00
8e942e2f-e06b-464b-ab96-545435350458,dea6a23c-20c9-4a58-990f-b32aac6b1169,832dbc18-88d3-4472-a925-1e237f75dc87,crisis_activa,"[""validación"", ""bajar luces"", ""microacciones"", ""dar tiempo""]","[""corregir en el pico"", ""gritar"", ""demasiado ruido"", ""forzar explicación""]",0.32,3,2026-05-30T21:00:00,2026-04-02T21:00:00,2026-05-30T21:00:00
e58e2e22-b4e2-43ed-b43d-bbcd3f832148,e2c4fdcd-bec5-48f6-932b-5021069afc5e,a1c7813e-935f-4c91-864a-5f06296fe361,disfuncion_ejecutiva,"[""microacciones"", ""una sola indicación"", ""bajar luces"", ""pausa breve""]","[""pantallas tarde"", ""muchas instrucciones""]",0.28,2,2026-05-30T21:00:00,2026-04-10T21:00:00,2026-05-30T21:00:00
3c276b27-d5d6-431a-893d-b053ae9aaa4f,e2c4fdcd-bec5-48f6-932b-5021069afc5e,a1c7813e-935f-4c91-864a-5f06296fe361,transicion_rigidez,"[""menos ruido""]","[""demasiado ruido""]",0.24,1,2026-05-07T23:08:00,2026-02-17T23:08:00,2026-05-07T23:08:00
5b98ef9e-630f-4019-a8f9-2a8d003482fd,e2c4fdcd-bec5-48f6-932b-5021069afc5e,a1c7813e-935f-4c91-864a-5f06296fe361,sobrecarga_sensorial,"[""validación"", ""una sola indicación"", ""menos palabras""]","[""preguntar demasiado"", ""demasiado ruido"", ""cambio brusco""]",0.32,3,2026-05-31T03:00:00,2026-04-22T03:00:00,2026-05-31T03:00:00
b5a46c9b-f66a-4f6a-b5ee-fc967be606a3,e2c4fdcd-bec5-48f6-932b-5021069afc5e,a1c7813e-935f-4c91-864a-5f06296fe361,sobrecarga_cuidador,"[""menos ruido"", ""dar tiempo"", ""validación"", ""mismo cierre""]","[""preguntar demasiado"", ""demasiado ruido"", ""apurar demasiado"", ""forzar explicación""]",0.36,4,2026-05-31T03:00:00,2026-04-28T03:00:00,2026-05-31T03:00:00
0f63b444-2c54-426e-ba19-5546a89eecaa,e2c4fdcd-bec5-48f6-932b-5021069afc5e,a1c7813e-935f-4c91-864a-5f06296fe361,apoyo_general,"[""bajar luces"", ""microacciones"", ""anticipación"", ""dar tiempo""]","[""muchas instrucciones"", ""cambio brusco"", ""pantallas tarde"", ""forzar explicación""]",0.4,5,2026-05-30T21:00:00,2026-03-14T21:00:00,2026-05-30T21:00:00
84b9b88e-1b40-421a-8f4d-d09adc27b39a,e2c4fdcd-bec5-48f6-932b-5021069afc5e,a1c7813e-935f-4c91-864a-5f06296fe361,sueno_regulacion,"[""microacciones"", ""mismo cierre"", ""bajar luces"", ""una sola indicación""]","[""preguntar demasiado"", ""demasiado ruido"", ""apurar demasiado"", ""corregir en el pico""]",0.4,5,2026-05-31T00:00:00,2026-03-27T00:00:00,2026-05-31T00:00:00
89cd3e60-9231-4975-954b-9fbcba05a736,e2c4fdcd-bec5-48f6-932b-5021069afc5e,a1c7813e-935f-4c91-864a-5f06296fe361,crisis_activa,"[""pausa breve"", ""mismo cierre"", ""menos palabras"", ""una sola indicación""]","[""presión escolar"", ""pantallas tarde"", ""gritar"", ""corregir en el pico""]",0.32,3,2026-05-31T01:00:00,2026-05-03T01:00:00,2026-05-31T01:00:00
a6a52df9-0759-48a3-a401-2e885a966e28,86deb79a-93ee-4cfc-a8ca-6d86fca5b239,ce710f9d-ed33-4f5c-a79b-7eea219d41e3,sueno_regulacion,"[""pausa breve"", ""validación"", ""una sola indicación"", ""menos ruido""]","[""apurar demasiado"", ""pantallas tarde"", ""preguntar demasiado"", ""presión escolar""]",0.4,5,2026-05-30T23:00:00,2026-03-18T23:00:00,2026-05-30T23:00:00
06575ddb-7fe2-4639-ac88-6ce360800bdd,86deb79a-93ee-4cfc-a8ca-6d86fca5b239,ce710f9d-ed33-4f5c-a79b-7eea219d41e3,transicion_rigidez,"[""microacciones"", ""validación"", ""anticipación"", ""menos palabras""]","[""forzar explicación"", ""demasiado ruido"", ""preguntar demasiado"", ""muchas instrucciones""]",0.36,4,2026-05-28T21:00:00,2026-03-18T21:00:00,2026-05-28T21:00:00
e90af929-baee-4b22-90e0-d8a51cae87d8,86deb79a-93ee-4cfc-a8ca-6d86fca5b239,ce710f9d-ed33-4f5c-a79b-7eea219d41e3,apoyo_general,"[""menos ruido"", ""microacciones"", ""bajar luces"", ""menos palabras""]","[""pantallas tarde"", ""gritar"", ""presión escolar"", ""corregir en el pico""]",0.44,6,2026-05-31T21:00:00,2026-03-25T21:00:00,2026-05-31T21:00:00
41bf24f3-9d70-4fe3-8abc-4073b4876f48,86deb79a-93ee-4cfc-a8ca-6d86fca5b239,ce710f9d-ed33-4f5c-a79b-7eea219d41e3,sobrecarga_sensorial,"[""menos ruido"", ""bajar luces""]","[""demasiado ruido"", ""preguntar demasiado"", ""forzar explicación"", ""presión escolar""]",0.32,3,2026-05-31T03:00:00,2026-05-07T03:00:00,2026-05-31T03:00:00
19bf1c90-7666-467c-85c8-ad9fddb20606,86deb79a-93ee-4cfc-a8ca-6d86fca5b239,ce710f9d-ed33-4f5c-a79b-7eea219d41e3,sobrecarga_cuidador,[],"[""preguntar demasiado"", ""corregir en el pico"", ""presión escolar"", ""muchas instrucciones""]",0.28,2,2026-05-24T13:46:00,2026-03-16T13:46:00,2026-05-24T13:46:00
de5d7137-9314-4f1a-8d26-4c88720d65d5,86deb79a-93ee-4cfc-a8ca-6d86fca5b239,ce710f9d-ed33-4f5c-a79b-7eea219d41e3,disfuncion_ejecutiva,"[""mismo cierre"", ""menos ruido"", ""bajar luces"", ""validación""]","[""pantallas tarde"", ""forzar explicación"", ""preguntar demasiado"", ""demasiado ruido""]",0.28,2,2026-05-31T21:00:00,2026-04-17T21:00:00,2026-05-31T21:00:00
cf9df4cc-49f3-4350-ac31-ee9bd1f10b2c,86deb79a-93ee-4cfc-a8ca-6d86fca5b239,ce710f9d-ed33-4f5c-a79b-7eea219d41e3,crisis_activa,"[""menos palabras""]","[""muchas instrucciones"", ""presión escolar""]",0.24,1,2026-05-30T03:00:00,2026-05-04T03:00:00,2026-05-30T03:00:00
4c6315e4-cd55-4a5e-94f2-15a9e31b34c3,d4384c60-32b7-4fdc-9eab-2061e62e4982,3980b19a-515c-4e51-89fa-b5bfcb50aaaa,sobrecarga_cuidador,"[""bajar luces"", ""dar tiempo"", ""anticipación"", ""una sola indicación""]","[""pantallas tarde"", ""gritar"", ""cambio brusco"", ""corregir en el pico""]",0.32,3,2026-05-29T00:00:00,2026-05-06T00:00:00,2026-05-29T00:00:00
5f987388-237f-4628-9e41-4730d5d7f7ac,d4384c60-32b7-4fdc-9eab-2061e62e4982,3980b19a-515c-4e51-89fa-b5bfcb50aaaa,disfuncion_ejecutiva,"[""dar tiempo"", ""anticipación"", ""mismo cierre"", ""una sola indicación""]","[""apurar demasiado"", ""corregir en el pico"", ""gritar"", ""presión escolar""]",0.44,6,2026-05-29T21:00:00,2026-04-30T21:00:00,2026-05-29T21:00:00
2838e121-f912-4330-93b5-799968e53f6d,d4384c60-32b7-4fdc-9eab-2061e62e4982,3980b19a-515c-4e51-89fa-b5bfcb50aaaa,crisis_activa,"[""anticipación"", ""microacciones"", ""menos palabras"", ""una sola indicación""]","[""pantallas tarde"", ""presión escolar"", ""gritar"", ""cambio brusco""]",0.36,4,2026-05-28T21:00:00,2026-05-07T21:00:00,2026-05-28T21:00:00
a9ad2c79-fd40-4dc8-8726-813bbca40ca0,d4384c60-32b7-4fdc-9eab-2061e62e4982,3980b19a-515c-4e51-89fa-b5bfcb50aaaa,sobrecarga_sensorial,"[""anticipación"", ""validación"", ""mismo cierre"", ""microacciones""]","[""muchas instrucciones"", ""forzar explicación"", ""corregir en el pico"", ""cambio brusco""]",0.44,6,2026-05-31T21:00:00,2026-04-05T21:00:00,2026-05-31T21:00:00
c94f8160-0cca-41d4-a325-005fbfe5649d,d4384c60-32b7-4fdc-9eab-2061e62e4982,3980b19a-515c-4e51-89fa-b5bfcb50aaaa,apoyo_general,"[""validación"", ""una sola indicación""]","[""preguntar demasiado"", ""gritar""]",0.24,1,2026-05-12T09:13:00,2026-03-08T09:13:00,2026-05-12T09:13:00
a6f202cb-1dd8-4ceb-b724-4b6b7e7301dd,d4384c60-32b7-4fdc-9eab-2061e62e4982,3980b19a-515c-4e51-89fa-b5bfcb50aaaa,transicion_rigidez,"[""una sola indicación"", ""pausa breve"", ""microacciones""]","[""forzar explicación"", ""corregir en el pico""]",0.28,2,2026-05-28T08:13:00,2026-04-19T08:13:00,2026-05-28T08:13:00
6822e9e1-b09f-4b35-9808-2cf18eb033a4,d4384c60-32b7-4fdc-9eab-2061e62e4982,3980b19a-515c-4e51-89fa-b5bfcb50aaaa,sueno_regulacion,"[""dar tiempo"", ""mismo cierre"", ""validación""]","[""cambio brusco"", ""apurar demasiado""]",0.24,1,2026-05-26T21:00:00,2026-04-10T21:00:00,2026-05-26T21:00:00
ecede63d-0a99-4e75-abfe-610c000d7882,515b036e-884b-4d5a-93df-138fdc9cfa2b,f2139b33-864b-417c-a9eb-98b5e13532fb,sobrecarga_cuidador,"[""anticipación"", ""una sola indicación"", ""validación""]","[""preguntar demasiado"", ""gritar"", ""demasiado ruido""]",0.28,2,2026-05-30T21:00:00,2026-04-09T21:00:00,2026-05-30T21:00:00
d03a890f-3033-4d86-874d-65e6e5314506,515b036e-884b-4d5a-93df-138fdc9cfa2b,f2139b33-864b-417c-a9eb-98b5e13532fb,crisis_activa,"[""menos ruido"", ""microacciones"", ""mismo cierre"", ""anticipación""]","[""forzar explicación"", ""demasiado ruido"", ""apurar demasiado"", ""corregir en el pico""]",0.48,7,2026-05-30T21:00:00,2026-05-09T21:00:00,2026-05-30T21:00:00
6ff9d0be-9c95-4137-a513-9fed0d7bb165,515b036e-884b-4d5a-93df-138fdc9cfa2b,f2139b33-864b-417c-a9eb-98b5e13532fb,apoyo_general,"[""una sola indicación"", ""menos ruido"", ""mismo cierre""]","[""pantallas tarde"", ""cambio brusco"", ""muchas instrucciones"", ""apurar demasiado""]",0.36,4,2026-05-30T06:00:00,2026-04-15T06:00:00,2026-05-30T06:00:00
ef58dcb4-7446-4a41-9a77-9915e3ab6329,515b036e-884b-4d5a-93df-138fdc9cfa2b,f2139b33-864b-417c-a9eb-98b5e13532fb,sueno_regulacion,"[""menos palabras"", ""validación"", ""microacciones"", ""dar tiempo""]","[""presión escolar"", ""gritar"", ""pantallas tarde"", ""forzar explicación""]",0.32,3,2026-05-31T21:00:00,2026-03-13T21:00:00,2026-05-31T21:00:00
d137230f-5285-4fe3-a658-781179f84adf,515b036e-884b-4d5a-93df-138fdc9cfa2b,f2139b33-864b-417c-a9eb-98b5e13532fb,disfuncion_ejecutiva,"[""menos palabras"", ""microacciones"", ""menos ruido"", ""mismo cierre""]","[""presión escolar"", ""muchas instrucciones"", ""corregir en el pico""]",0.32,3,2026-05-31T21:00:00,2026-03-27T21:00:00,2026-05-31T21:00:00
89db91aa-8f77-471a-8805-9c53f2aeba64,515b036e-884b-4d5a-93df-138fdc9cfa2b,f2139b33-864b-417c-a9eb-98b5e13532fb,sobrecarga_sensorial,"[""pausa breve"", ""anticipación"", ""microacciones"", ""menos palabras""]","[""preguntar demasiado"", ""muchas instrucciones"", ""presión escolar"", ""apurar demasiado""]",0.36,4,2026-05-29T21:00:00,2026-03-25T21:00:00,2026-05-29T21:00:00
763e8c17-8a60-4f02-b1af-e710f3847883,7b1ff7e5-ed74-4a36-9a20-71845011f89c,2ab2442d-04ec-4eb1-896a-d902c8a4e70d,sobrecarga_sensorial,"[""anticipación"", ""menos ruido"", ""dar tiempo"", ""menos palabras""]","[""gritar"", ""cambio brusco"", ""apurar demasiado"", ""pantallas tarde""]",0.36,4,2026-05-31T02:00:00,2026-04-30T02:00:00,2026-05-31T02:00:00
4ecd2a82-b5ff-40d0-9f9f-22866a25deb8,7b1ff7e5-ed74-4a36-9a20-71845011f89c,2ab2442d-04ec-4eb1-896a-d902c8a4e70d,crisis_activa,"[""una sola indicación"", ""menos ruido"", ""anticipación"", ""microacciones""]","[""corregir en el pico"", ""pantallas tarde"", ""cambio brusco"", ""muchas instrucciones""]",0.4,5,2026-05-29T21:00:00,2026-04-23T21:00:00,2026-05-29T21:00:00
99e2bf26-3cd9-451e-8039-8bd457d5f345,7b1ff7e5-ed74-4a36-9a20-71845011f89c,2ab2442d-04ec-4eb1-896a-d902c8a4e70d,sobrecarga_cuidador,"[""mismo cierre"", ""microacciones"", ""dar tiempo"", ""bajar luces""]","[""preguntar demasiado"", ""presión escolar"", ""pantallas tarde"", ""corregir en el pico""]",0.32,3,2026-05-31T03:00:00,2026-04-04T03:00:00,2026-05-31T03:00:00
2fdb79d2-8707-4e35-9c79-fb82813264d8,7b1ff7e5-ed74-4a36-9a20-71845011f89c,2ab2442d-04ec-4eb1-896a-d902c8a4e70d,apoyo_general,"[""pausa breve"", ""menos palabras"", ""microacciones""]","[""preguntar demasiado"", ""pantallas tarde"", ""cambio brusco"", ""presión escolar""]",0.32,3,2026-05-31T20:24:00,2026-04-28T20:24:00,2026-05-31T20:24:00
0e602cc8-fdf0-4ba9-a00d-91509511b058,7b1ff7e5-ed74-4a36-9a20-71845011f89c,2ab2442d-04ec-4eb1-896a-d902c8a4e70d,sueno_regulacion,"[""validación"", ""mismo cierre"", ""menos ruido"", ""una sola indicación""]","[""pantallas tarde"", ""preguntar demasiado"", ""muchas instrucciones"", ""cambio brusco""]",0.32,3,2026-05-29T21:00:00,2026-04-02T21:00:00,2026-05-29T21:00:00
f68181c9-987b-4d1d-a57b-d0cb81795594,7b1ff7e5-ed74-4a36-9a20-71845011f89c,2ab2442d-04ec-4eb1-896a-d902c8a4e70d,disfuncion_ejecutiva,"[""una sola indicación"", ""menos ruido"", ""pausa breve"", ""mismo cierre""]","[""preguntar demasiado"", ""corregir en el pico"", ""presión escolar"", ""gritar""]",0.32,3,2026-05-30T21:00:00,2026-03-14T21:00:00,2026-05-30T21:00:00
d053d5f0-3375-4327-bcc9-10b76a7b51dc,7b1ff7e5-ed74-4a36-9a20-71845011f89c,2ab2442d-04ec-4eb1-896a-d902c8a4e70d,transicion_rigidez,"[""anticipación"", ""bajar luces"", ""menos palabras""]","[""forzar explicación"", ""gritar"", ""cambio brusco""]",0.28,2,2026-05-28T03:00:00,2026-04-01T03:00:00,2026-05-28T03:00:00
abbe5dd3-6cc7-49ad-b93c-583f247bc371,81fa17dc-5222-4e22-bd27-c7209957fa2b,06738c57-403d-4108-a50d-5e053ae86e79,crisis_activa,"[""una sola indicación"", ""microacciones"", ""bajar luces"", ""menos palabras""]","[""muchas instrucciones"", ""forzar explicación"", ""demasiado ruido"", ""gritar""]",0.36,4,2026-05-30T21:00:00,2026-04-18T21:00:00,2026-05-30T21:00:00
4bab9b97-ecbb-49f8-974c-685a4fd44853,81fa17dc-5222-4e22-bd27-c7209957fa2b,06738c57-403d-4108-a50d-5e053ae86e79,disfuncion_ejecutiva,"[""bajar luces"", ""microacciones"", ""anticipación"", ""menos ruido""]","[""pantallas tarde"", ""gritar"", ""muchas instrucciones"", ""preguntar demasiado""]",0.36,4,2026-05-31T21:00:00,2026-04-27T21:00:00,2026-05-31T21:00:00
c1f02ddc-6b7b-4a17-a936-e0ae5b928a3b,81fa17dc-5222-4e22-bd27-c7209957fa2b,06738c57-403d-4108-a50d-5e053ae86e79,apoyo_general,"[""pausa breve"", ""menos palabras"", ""mismo cierre"", ""dar tiempo""]","[""gritar"", ""forzar explicación"", ""pantallas tarde"", ""demasiado ruido""]",0.48,7,2026-05-31T21:00:00,2026-03-26T21:00:00,2026-05-31T21:00:00
a1b7c0bf-b482-4118-8c73-9e1d771cd3fe,81fa17dc-5222-4e22-bd27-c7209957fa2b,06738c57-403d-4108-a50d-5e053ae86e79,sobrecarga_sensorial,"[""bajar luces"", ""validación"", ""menos palabras"", ""anticipación""]","[""gritar"", ""pantallas tarde"", ""forzar explicación"", ""muchas instrucciones""]",0.36,4,2026-05-31T21:00:00,2026-05-05T21:00:00,2026-05-31T21:00:00
facc16e0-0a59-4075-aab8-6a50b9267c5c,81fa17dc-5222-4e22-bd27-c7209957fa2b,06738c57-403d-4108-a50d-5e053ae86e79,sobrecarga_cuidador,"[""pausa breve"", ""menos palabras""]","[""forzar explicación"", ""preguntar demasiado"", ""cambio brusco""]",0.28,2,2026-05-27T21:00:00,2026-04-08T21:00:00,2026-05-27T21:00:00
25f78a60-0c1e-4b19-acd8-f1b410159220,81fa17dc-5222-4e22-bd27-c7209957fa2b,06738c57-403d-4108-a50d-5e053ae86e79,sueno_regulacion,"[""una sola indicación"", ""dar tiempo"", ""bajar luces"", ""mismo cierre""]","[""preguntar demasiado"", ""muchas instrucciones"", ""presión escolar"", ""cambio brusco""]",0.28,2,2026-05-27T23:02:00,2026-04-13T23:02:00,2026-05-27T23:02:00
beeb33c7-cb0f-4b5a-a699-5c6b8ac3d043,e6ff2d8b-7d4e-44a6-a68f-061e7624dcb5,fd304e88-2c32-41dc-afef-6ddf82fa29e1,crisis_activa,"[""menos ruido"", ""mismo cierre"", ""pausa breve"", ""bajar luces""]","[""muchas instrucciones"", ""pantallas tarde"", ""gritar"", ""demasiado ruido""]",0.36,4,2026-05-31T07:00:00,2026-04-05T07:00:00,2026-05-31T07:00:00
0f501725-e8c2-4b12-a657-71234492a49d,e6ff2d8b-7d4e-44a6-a68f-061e7624dcb5,fd304e88-2c32-41dc-afef-6ddf82fa29e1,sobrecarga_cuidador,"[""pausa breve"", ""microacciones"", ""menos ruido"", ""dar tiempo""]","[""demasiado ruido"", ""corregir en el pico"", ""cambio brusco"", ""forzar explicación""]",0.36,4,2026-05-27T21:00:00,2026-04-28T21:00:00,2026-05-27T21:00:00
b61ed5cf-080f-4c3a-a09e-f1285f2fa706,e6ff2d8b-7d4e-44a6-a68f-061e7624dcb5,fd304e88-2c32-41dc-afef-6ddf82fa29e1,apoyo_general,"[""validación"", ""una sola indicación"", ""mismo cierre"", ""menos ruido""]","[""muchas instrucciones"", ""preguntar demasiado"", ""corregir en el pico"", ""apurar demasiado""]",0.52,8,2026-05-31T13:54:00,2026-04-20T13:54:00,2026-05-31T13:54:00
37f6759d-e11a-4cdc-91f1-5304bacb45d8,e6ff2d8b-7d4e-44a6-a68f-061e7624dcb5,fd304e88-2c32-41dc-afef-6ddf82fa29e1,sueno_regulacion,"[""anticipación"", ""menos ruido"", ""mismo cierre""]","[""forzar explicación"", ""corregir en el pico"", ""gritar""]",0.32,3,2026-05-29T21:00:00,2026-04-15T21:00:00,2026-05-29T21:00:00
647b4565-b1b1-4980-804b-b5c8edd2e4f6,e6ff2d8b-7d4e-44a6-a68f-061e7624dcb5,fd304e88-2c32-41dc-afef-6ddf82fa29e1,disfuncion_ejecutiva,"[""menos ruido"", ""mismo cierre"", ""pausa breve"", ""validación""]","[""preguntar demasiado"", ""cambio brusco"", ""gritar"", ""pantallas tarde""]",0.28,2,2026-05-31T02:00:00,2026-04-05T02:00:00,2026-05-31T02:00:00
c5157dde-547e-4859-9bc8-a6ae99f275e3,e6ff2d8b-7d4e-44a6-a68f-061e7624dcb5,fd304e88-2c32-41dc-afef-6ddf82fa29e1,sobrecarga_sensorial,"[""menos palabras"", ""validación"", ""dar tiempo"", ""pausa breve""]","[""presión escolar"", ""pantallas tarde"", ""demasiado ruido"", ""cambio brusco""]",0.28,2,2026-05-30T02:00:00,2026-05-02T02:00:00,2026-05-30T02:00:00
